"assmt_code","site_code","property","date","raca_adult","raca_juvenile","radr_adult","radr_juvenile","raxx_adult_or_juvenile","bubo_adult","bubo_juvenile","psre_adult","psre_juvenile","taxx_adult","taxx_juvenile","site_notes","egg_masses","personel","personel_count","ves_count","ves_start","ves_end","ves_time_mins","ves_person_mins","wet_m","pond_peri_steps","pond_peri_personel","pond_area","canopy","open_water","depth","trophic_state","veg_shoreline","trees_within_25m","cattle","secchi_1","secchi_2","secchi_3","temp","ph","conductivity","total_dissolved_solids","salinity","water_qual_date_time","dry"
"PRPND003_20220622","PRPND003","Pleasanton Ridge Regional Park",2022-06-22,0,0,0,0,0,0,8,0,1,0,"0","mud pit, really hot out, only inverts seen were boat and notos, tato larvae",NA,"SY,RL,CN",3,"2","13:00","13:30",30,60,0.5,"143","CLN",NA,"0","100",NA,"1","0",NA,1,8.2,10.6,11.2,29.5,7.44,"356","253","0.2",NA,0
"PRPND002_20220622","PRPND002","Pleasanton Ridge Regional Park",2022-06-22,0,0,0,0,0,0,45,0,10,0,"0","completely dry, 10 bubos caught in 10 mins",NA,"CN,SY, RL",3,"2","14:30","14:58",28,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CABIN_20220727","CABIN","Blue Oak Ranch Reserve",2022-07-27,20,40,1,0,61,0,0,0,44,0,"0","","0","CN, NB, KK",3,"3","9:00 PM","9:30 PM",30,90,1,"194","CLN","1184.3","5","95",NA,"1","3",NA,0,104,110,95,24.5,7.28,"634","370","30",NA,0
"GRAMPS_20220728","GRAMPS","Blue Oak Ranch Reserve",2022-07-28,0,0,0,0,0,0,0,0,20,25,NA,"lots of aquatic plants, swarming with flies","0","CN, NB",2,"2","1:30 AM","1:45 AM",15,30,2.5,"63","CLN","161.62","0","20",NA,"1","0",NA,0,47,48.2,23,19.3,8.6,"6.17","437","0.3",NA,0
"GDPND006_20220726","GDPND006","Garin Dry Creek Regional Park",2022-07-26,0,0,0,24,24,0,0,0,20,0,NA,"skink, tons of radr metas","0","RL, SY, CN, NB, KK",5,"5","11:00 AM","11:30 AM",30,150,1.5,"105","CLN","285.19","20","50",NA,"2","80",NA,1,39,6.4,9,25.1,7.25,"1064","747","0.5",NA,0
"GDPND005_20220726","GDPND005","Garin Dry Creek Regional Park",2022-07-26,0,0,0,4,4,0,0,0,9,0,NA,"NO FENCE, garter snake, big toebiter","0","RL, SY, CN, NB, KK",5,"4","1:00 PM","1:30 PM",30,120,1.5,"119","CLN","489.13","30","40",NA,"2","95",NA,0,2.4,5.8,14,26,7.19,"814","599","0.4",NA,0
"GDPND004_20220726","GDPND004","Garin Dry Creek Regional Park",2022-07-26,0,0,0,0,0,0,0,0,0,0,NA,"beetle larvae (HYDR)","0","RL, SY, CN, NB, KK",5,"3","2:20 PM","2:35 PM",15,45,NA,NA,NA,NA,"0","50",NA,"1","70",NA,0,NA,NA,NA,32.1,7.45,"1757","1.27","0.9",NA,1
"GDPND009_20220726","GDPND009","Garin Dry Creek Regional Park",2022-07-26,0,0,0,15,15,0,0,0,29,0,NA,"","0","RL, SY, CN, NB, KK",5,"4","5:20 PM","5:50 PM",30,120,3.5,"77","CLN","282.92","60","40",NA,"2","50",NA,1,3,2.5,0,24.2,7.35,"1038","741","0.5",NA,0
"GDPND008_20220726","GDPND008","Garin Dry Creek Regional Park",2022-07-26,0,0,0,0,0,0,0,0,13,0,NA,"","0","RL, SY, CN, NB, KK",5,"4","2:35 PM","2:50 PM",15,60,2,"70","CLN","130.64","5","30",NA,"2","50",NA,1,5,3,6,30.3,9.07,"830","669","40",NA,0
"BARN_20220726","BARN","Blue Oak Ranch Reserve",2022-07-26,0,0,0,0,0,0,0,0,3,0,"0","COMPLETELY DRY","0","RL, CN, NB, KK",4,"3","10:30 PM","10:45 PM",15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PRPND010_20220727","PRPND010","Pleasanton Ridge Regional Park",2022-07-27,0,0,0,0,0,0,35,0,100,0,"0","ducks, HOT OUT","0","RL, CN, NB, KK",4,"2","11:17 AM","11:47 AM",30,60,0.75,"127","CLN","476.76","0","100",NA,"1","75",NA,0,20.2,22.25,17.25,27.2,7.04,"747","496","0.3",NA,0
"PRPND009_20220727","PRPND009","Pleasanton Ridge Regional Park",2022-07-27,0,0,0,0,0,0,95,0,350,0,"0","","0","RL, CN, NB, KK",4,"2.33","13:30","14:00",30,70,0.5,"96","CLN","386.55","0","75",NA,"2","5",NA,0,11,26,27,30.4,9.18,"442","338","0.2",NA,0
"PRPND004_20220727","PRPND004","Pleasanton Ridge Regional Park",2022-07-27,0,0,0,0,0,0,1750,0,0,0,"0","toad city","0","RL, CN, NB, KK",4,"2","3:09 PM","3:39 PM",30,60,1,"122","CLN","325.21","5","95",NA,"1","0",NA,0,18.4,7.2,24,NA,NA,NA,NA,NA,NA,0
"PRPND003_20220727","PRPND003","Pleasanton Ridge Regional Park",2022-07-27,0,0,0,0,0,0,1,0,0,0,"0","mud puddle, snails, crickets, wasps, water snakes","0","RL, CN, NB, KK",4,"1","16:30","17:00",30,30,1,"124","CLN","564.12","0","100",NA,"0","0",NA,0,14.5,11.4,13.7,30.2,8.03,"210","159","0.1",NA,0
"PRPND002_20220727","PRPND002","Pleasanton Ridge Regional Park",2022-07-27,0,0,0,0,0,0,2,0,0,0,"0","COMPLETELY DRY",NA,"RL, CN, NB, KK",4,"3","17:30","18:00",30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"WEST_20220725","WEST","Blue Oak Ranch Reserve",2022-07-25,10,7,0,0,17,1,12,0,32,0,"0","","0","CN,NB,KK",3,"3","10:00 PM","10:30 PM",30,90,0.5,"178","CLN","973.99","0","60",NA,"2","0",NA,0,41,45,54,24.6,6.97,"2.48","1.84","1.3",NA,0
"NORTH_20220726","NORTH","Blue Oak Ranch Reserve",2022-07-26,0,0,0,0,0,1,0,0,0,0,"0","COMPLETELY DRY","0","RL, CN, NB, KK",4,"2","11:20 PM","11:45 PM",25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GDPND004_20220820","GDPND004","Garin Dry Creek Regional Park",2022-08-20,0,0,0,0,0,0,0,0,0,0,NA,"COMPLETELY DRY","0","CN,KS,KK,CB,IR",5,"3","14:20","14:35",15,45,0.3,"0.5 m","CLN","0.25","0","30",NA,"2",NA,NA,0,1,1,1,28.2,7.75,"1155 us","820 ppm","0.6 ppt",NA,1
"GDPND006_20220820","GDPND006","Garin Dry Creek Regional Park",2022-08-20,0,0,0,5,15,0,0,0,4,0,NA,"tons cows, baby cows <3, lizard","0","CN,KS,KK,CB,IR",5,"3","11:00","11:30",30,90,0.5,"93","CLN","240.47","10","40",NA,"2","85",NA,1,6.8,6.4,2.2,21.1,7.21,"1197 us","852 ppm","0.6 ppt",NA,0
"GDPND005_20220820","GDPND005","Garin Dry Creek Regional Park",2022-08-20,0,0,0,4,4,0,0,0,3,0,NA,"no fence, cattails cut","0","CN,KS,KK,CB,IR",5,"3","12:45","13:15",30,90,2,"121","CLN","421.19","25","40",NA,"2","40",NA,0,7.6,10,NA,26,7.96,"1199 us","864 ppm","0.6 ppt",NA,0
"PRPND004_20220821","PRPND004","Pleasanton Ridge Regional Park",2022-08-21,0,0,0,0,0,0,206,0,0,0,"lots","worlds tiniest toadlets, crazy windy, lots newts","0","TK,CN,CB",3,"1","14:20","14:50",30,30,1.5,"113","CLN","263.42","5","60",NA,"2","0",NA,0,43,38,39,28.3,10.55,"389 us","275 ppm","0.2 ppt",NA,0
"WEST_20220819","WEST","Blue Oak Ranch Reserve",2022-08-19,1,2,0,0,21,1,12,0,19,0,"0","0","0","CN,KS,KK,CB,IR",5,"2","22:00","22:30",30,60,0.5,"159","CLN","825.79","0","80",NA,"1","0",NA,0,66,59,35,22.9,8.97,"617 us","427 ppm","0.3 ppt",NA,0
"GDPND009_20220820","GDPND009","Garin Dry Creek Regional Park",2022-08-20,0,0,0,0,0,0,0,0,13,0,NA,"","0","CN,KS,KK,CB,IR",5,"3","14:30","15:00",30,90,3,"16","CLN","5.4","5","85",NA,"2","50",NA,0,NA,NA,NA,29.1,7.38,"1134 us","805 ppm","0.6 ppt",NA,0
"PRPND009_20220821","PRPND009","Pleasanton Ridge Regional Park",2022-08-21,0,0,0,0,0,0,42,0,184,0,"P","all psre 4 mins, all bubo in 9 mins","0","TK,CN,CB",3,"1","12:45","13:15",30,30,0.5,"85","CLN","359.8","0","90","2.5","1","10",NA,0,47.6,51,47.8,27.7,8.67,"534 us","388 ppm","0.3 ppt",NA,0
"CABIN_20220820","CABIN","Blue Oak Ranch Reserve",2022-08-20,6,28,2,0,36,0,0,0,22,0,NA,"raca tads, newt tads","0","CN,KS,KK,CB,IR",5,"3","21:15","21:45",30,90,1,"180","CLN","1376.1","5","95",NA,"1","1",NA,0,105,114,83,23.9,8.36,"344 us","233 ppm","0.2 ppt",NA,0
"PRPND010_20220821","PRPND010","Pleasanton Ridge Regional Park",2022-08-21,0,0,0,0,0,0,14,0,49,0,NA,"all psres 4 mins, all bubos 12 mins","0","TK,CN,CB",3,"3.22","11:00","11:18",18,58,0.5,"118","CLN","512.61","0","95",NA,"1","80",NA,0,28,26,31,24.3,7.06,"310 us","230 ppm","0.1 ppt",NA,0
"GRAMPS_20220821","GRAMPS","Blue Oak Ranch Reserve",2022-08-21,0,0,0,0,0,0,0,0,11,13,"0","TINY pond, flies swarming baby-adult newts crawling out of holes, ""the baby adult newts are totally pathetic"" -Cherie",NA,"CN, CB",2,"1","20:30","21:00",30,30,1,"46","CLN","78.795","0","100",NA,"1","0",NA,0,6,3,2,19.3,7.46,"753 us","638 ppm","0.4 ppt",NA,0
"PRPND003_20220821","PRPND003","Pleasanton Ridge Regional Park",2022-08-21,0,0,0,0,0,0,0,0,0,0,NA,"","0","TK,CN,CB",3,"1","14:30","14:45",15,15,0.5,"112","CLN","447","0","100",NA,"1","0",NA,0,50.4,39.6,43.2,27.9,9.01,"260 us","190 ppm","0.1 ppt",NA,0
"GDPND008_20220820","GDPND008","Garin Dry Creek Regional Park",2022-08-20,0,0,0,0,0,0,0,0,0,0,"0","COMPLETELY DRY","0","CN,KS,KK,CB,IR",5,"5","17:15","17:45",30,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"BARN_20220820","BARN","Blue Oak Ranch Reserve",2022-08-20,0,0,0,0,0,0,0,0,5,0,"0","COMPLETELY DRY",NA,"CN,KS,KK,CB,IR",5,"4","23:00","23:30",30,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PRPND002_20220821","PRPND002","Pleasanton Ridge Regional Park",2022-08-21,0,0,0,0,0,0,0,0,0,0,"0","COMPLETELY DRY",NA,"TK,CN,CB",3,"2","16:30","16:45",15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NORTH_20220819","NORTH","Blue Oak Ranch Reserve",2022-08-19,0,0,0,0,0,0,0,1,0,0,"0","COMPLETELY DRY","0","CN,KS,KK,CB,IR",5,"5","23:29","23:59",30,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"BARN_20230331","BARN","Blue Oak Ranch Reserve",2023-03-31,0,0,0,0,0,0,0,22,0,0,NA,"PSRE calling, party; +DYTISCID larvae +PSRE tads +CLAM SHRIMP; VES: 1 person 30 mins plus 4 people 13 mins. secchi and perimeter taken 4/4/23POND PERI NOTE: 1/4 blocked by trees, tried my best). POND AREA IS UNDERESTIMATE",NA,"CN, CM, SY, HH",4,"1 person 30 mins plus 4 people 13 mins","22:00","22:30",30,82,0,"104.86","CLN","62","15","80",NA,"1","25",NA,0,15,19,24,12.5,6.8,"120.1 uS","85.5 ppm","0.06 ppt","3/31/23, 10:00 PM",0
"CABIN_20230403","CABIN","Blue Oak Ranch Reserve",2023-04-03,2,0,0,0,0,1,0,1,0,0,NA,"Night: PSRE call, ~20 PSREs calling, no eyes, very very cold night. Water qual notes: the water data to the left was for the frog swab that ended up making it. perimeter, area, veg, canopy, open, wet, cow, secchi done on 4/4/23",NA,"CN, CM, SY, HH",4,"4","23:00","23:30",30,120,0.5,"224","CLN","1486.2","1","99",NA,"1","50",NA,0,71,68,75,9.4,6.55,"80.5","57 ppm","0.04 ppt","4/3/23, 11:00 PM",0
"GDPND004_20230401","GDPND004","Garin/Dry Creek Regional Park",2023-04-01,0,0,0,0,0,0,0,2,0,13,NA,"WATER IN POND!; garter snake (many), newts, ducks, so many newt egg sacs; western blue belly lizard",NA,"CN, CM, SY, HH, GB, LG, KM",7,"3","15:30","16:00",30,90,0.5,"82","CLN","202.79","15","85",NA,"1","0",NA,0,22,40,16,22.4,7.35,"475 uS","337 ppm","0.23 ppt","4/1/23",0
"GDPND005_20230401","GDPND005","Garin/Dry Creek Regional Park",2023-04-01,0,0,0,0,0,0,0,22,0,5,NA,"no fence, TASP adult; veg is sparse",NA,"CN, CM, SY, HH, GB, LG, KM",7,"3","13:10","13:40",30,90,0.5,"139","CLN","904.21","0","99",NA,"1","10",NA,1,17,15,15.4,22.2,6.81,"164.2 uS","114 ppm","0.08 ppt","4/1/23",0
"GDPND006_20230401","GDPND006","Garin/Dry Creek Regional Park",2023-04-01,0,0,0,0,0,0,0,23,0,1,NA,"garter snake, deer, ducks, doggos",NA,"CN, CM, SY, HH, GB, LG, KM",7,"3","11:00","11:30",30,90,0.5,"132","CLN","1227.9","0","98",NA,"1","0",NA,0,13.2,14.8,13,14.9,7.13,"151 uS","107 ppm","0.08 ppt","4/1/23, 11:00 AM",0
"GDPND008_20230402","GDPND008","Garin/Dry Creek Regional Park",2023-04-02,0,0,0,0,0,0,0,17,0,1,NA,"ducks, WINDY!!, PSRE eggs, ____; hard to get bugs for 10 inverts",NA,"CN, CM, SY, HH",4,"3","17:30","18:00",30,90,0,"130","CLN","604.81","0","100",NA,"1","0",NA,1,6,3.2,3.8,17.8,6.95,"187.3 uS","128 ppm","0.09 ppt","4/2/23",0
"GDPND009_20230402","GDPND009","Garin/Dry Creek Regional Park",2023-04-02,0,0,0,0,0,0,0,21,0,7,NA,"only access to 1/3 of the pond; BIG; brownish; adult newt, TASP eggsPOND PERI NOTE: 1/4 of pond was 38 steps",NA,"CN, CM, SY, HH",4,"3","15:00","15:30",30,90,0,"152","CLN",NA,"25","75",NA,"1","25",NA,0,53.4,52.2,49.8,19.2,6.89,"315 uS","224 ppm","0.16 ppt","4/2/23, 3:00 PM",0
"GRAMPS_20230403","GRAMPS","Blue Oak Ranch Reserve",2023-04-03,0,0,0,0,0,0,0,11,0,0,NA,"Night: PSRE chorus ~20?; chilly out; Day: turtle, stream",NA,"CN",1,"1","20:30","21:00",30,30,1,"118","CLN","485.97","0","90",NA,"1","15",NA,0,19,21,21,10.9,6.81,"61.9 uS","42.9 ppm","0.03 ppt","4/3/23, 8:30 PM",0
"NORTH_20230403","NORTH","Blue Oak Ranch Reserve",2023-04-03,0,0,0,0,0,0,0,2,0,0,NA,"Night: the ground is freezing, TASP + PSRE larvae; Day: TASP + PSRE larvae, no invert survey",NA,"CN",1,"1","01:00","01:30",25,25,1,"79","CLN","195.16","5","15",NA,"2","100",NA,0,110,95,100,7.3,7.95,"110.2","77.9 ppm","0.05 ppt","",0
"PRPND002_20230331","PRPND002","Pleasanton Ridge Regional Park",2023-03-31,0,0,0,0,0,10,0,9,0,0,NA,"small stream feeding into it, BUBOs in holes :)",NA,"CN, CM, SY, HH",4,"3","16:51","17:21",30,90,3,"99","CLN","301.4","0","100",NA,"0","0",NA,0,39,20,35.9,20.6,7.12,"459 uS","326 ppm","0.25 ppt","3/31/23, 4:51 PM",0
"PRPND003_20230331","PRPND003","Pleasanton Ridge Regional Park",2023-03-31,0,0,0,0,0,1,0,6,0,11,NA,"GERR; teeming w/ NOTO/BOAT; PSRE egg clutch. Water qual notes: pH was being weird",NA,"CN, CM, SY, HH",4,"3","13:57","14:27",30,90,0,"210","CLN","1630","0","100",NA,"0","0",NA,0,7,16.8,29.6,21.8,6.42,"122.5 uS","85.4 ppm","0.06 ppt","3/31/23, 1:57 PM",0
"PRPND004_20230331","PRPND004","Pleasanton Ridge Regional Park",2023-03-31,0,0,0,0,0,2,0,4,0,0,NA,"2 PSRE adult, weird eggs (BUBO?)",NA,"CN, CM, SY, HH",4,"4","11:40","12:10",30,120,0.5,"163","CLN","1187.6","2","100",NA,"0","0",NA,0,36.2,23.2,38.3,16.5,8.6,"48.6 uS","35.6 ppm","0.03 ppt","3/31/23, 11:40 AM",0
"PRPND009_20230402","PRPND009","Pleasanton Ridge Regional Park",2023-04-02,0,0,0,0,0,0,0,36,0,0,NA,"BIG pond, PSRE tad, TATO tad, TASP eggs",NA,"CN, CM, SY, HH",4,"2 people 9 mins, 1 person 30 mins","13:40","14:10",30,39,0,"218","CLN","1080.1","0","100",NA,"0","10",NA,0,50,72,61.2,17.3,7.77,"59.3 uS","42.5 ppm","0.03 ppt",NA,0
"PRPND010_20230402","PRPND010","Pleasanton Ridge Regional Park",2023-04-02,0,0,0,0,0,2,0,2,0,0,NA,"HUGE! into ROAD! bottom coated w/ algae",NA,"CN, CM, SY, HH",4,"3","11:00","11:30",30,90,0,"229","CLN","2763.8","0","100",NA,"1","0",NA,0,53,61.2,47,13.9,6.81,"60.1 uS","42.5 ppm","0.03 ppt","4/2/23, 11:00 AM",0
"WEST_20230401","WEST","Blue Oak Ranch Reserve",2023-04-01,1,0,0,0,0,39,0,14,0,0,NA,"Night: frog chorus, huge pond!!; geese; stream feeding in. perimeter, area, veg, canopy, open, wet, cow, secchi done on 4/4/23",NA,"CN, CM, SY, HH",4,"4","22:00","22:30",30,120,0.5,"251","CLN","1310.9","1","95",NA,"1","60",NA,0,63,76,51,13.9,7.14,"144.7 uS","103 ppm","0.07 ppt","4/1/23, 10:00 PM",0
"GRAMPS_20230607","GRAMPS","Blue Oak Ranch Reserve",2023-06-07,0,0,0,0,0,0,0,0,62,0,"0","turtle, garter snake, PSRE meta; 10 inverts collected 6/7; WATER QUAL NOTES: also taken 6/5/23 at 12:21 PM in the day. temp: 24, pH: 8.03, cond: 127.5 uS, tds: 88.2 ppm, sal: 0.06 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","23:00","23:30",30,90,0.5,"97","CLN","392.95","0","75",NA,"1","100",NA,NA,97.4,94.2,89,22.6,9.21,"117.9","85.5 ppm","0.06 ppt","6/8/23",0
"WEST_20230608","WEST","Blue Oak Ranch Reserve",2023-06-08,1,0,0,0,0,0,1000,0,32,0,"0","night: RACA adults; PSRE meta, tad; BUBO meta, tad; PSRE adult calling;
day: BUBO metas, tads; PSRE meta, tads. POND PERI NOT SAFE; WATER QUAL NOTES: also taken in the day temp: 24.9, pH: 6.63, cond: 283 uS, tds: 201 ppm, sal: 0.14 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","23:29","23:59",30,90,0.5,NA,NA,"832.79","5","85",NA,"2","100",NA,NA,95.1,78.3,67,20.6,9.15,"293 uS","210 ppm","0.15","6/8/23 11:30 PM",0
"CABIN_20230607","CABIN","Blue Oak Ranch Reserve",2023-06-07,20,1,0,0,0,0,0,0,7,0,"0","Day: RACA tads, PSRE meta, Big plop (RASP), did passive eDNA sampling. POND PERI NOT SAFE; WATER QUAL NOTES: also taken 6/8/23 ~9:32 PM (during frogging), temp: 21.7, pH: 9.12, cond: 87.7 uS, sal: 0.04 ppt, tds: 64.2 ",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"4","21:32","22:02",30,120,NA,NA,NA,"1443.9","5","95",NA,"1","100",NA,0,74.2,84.6,115,20.4,8.59,"85.4 uS","60.6 ppm","0.04 ppt","6/7/23",0
"BARN_20230606","BARN","Blue Oak Ranch Reserve",2023-06-06,0,0,0,0,0,0,0,0,21,0,"0","did not get site parameters earlier; WATER QUAL NOTES: also taken 6/6/23 at 12:30 PM in the day, temp: 22.7, pH: 7.2, cond: 237 uS, tds: 168 ppm, sal: 0.12 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","21:02","21:32",30,90,NA,"38","CLN","55.05",NA,NA,NA,NA,NA,NA,NA,6.6,6.7,10,21.1,7.6,"164.6 uS","115 ppm","0.08 ppt","6/6/23, 9:02 PM",0
"NORTH_20230606","NORTH","Blue Oak Ranch Reserve",2023-06-06,0,0,0,0,0,0,0,0,120,0,"0","PSRE metas perimeter is 67 I forgot the number but was pretty sure it was 67",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"2.5","22:00","22:30",30,75,0,"67","CLN","112.65","1","40",NA,"1","100",NA,0,23.6,45,45.6,18.3,7.07,"188.9 uS","134 ppm","0.09 ppt","6/6/23",0
"GDPND004_20230602","GDPND004","Garin/Dry Creek Regional Park",2023-06-02,0,0,0,0,1,0,0,0,47,0,"0","garter snake, 2 ""big plops/big frogs,"" probs Ranids; no IDs, all psre caught in 13 mins; WATER QUAL NOTES: Oakton: temp: 29.3, pH: 9.5, cond: 547, tds: 434 ppm, sal: 0.3 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","16:30","17:00",30,90,0.5,"93",NA,"179.49","0","95",NA,"1","2",NA,0,13.9,23.5,21.8,29.9,8.81,"401","281 ppm","0.2 ppt","6/2/23, 4:30 PM",0
"GDPND005_20230602","GDPND005","Garin/Dry Creek Regional Park",2023-06-02,0,0,0,0,0,0,0,0,24,1,"0","GBH, PSRE metas, duck, newt adult, cows drinking, all psres caught in 15 mins; WATER QUAL NOTES: Oakton: temp: 25.8, pH: 7.21, cond: 500 uS/cm, tds: 372 ppm, sal: 0.30 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","14:15","14:45",30,90,1,"145","SLY","779.75","0","95",NA,"1","95",NA,1,35.2,33.8,25.2,26.3,6.45,"289 uS","207 ppm","0.14 ppt","6/2/23, 2:15 PM",0
"GDPND009_20230602","GDPND009","Garin/Dry Creek Regional Park",2023-06-02,0,0,1,0,0,0,0,0,25,1,"0","no cattails - weird, PSRE meta; presence of RADR, walked 1/3 of pond for peri and mulitplied those steps (59) times 3; WATER QUAL NOTES: Oakton: temp: 22.9, pH: 7.95, cond: 610, tds: 480, sal: 0.3 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","19:00","19:30",30,90,0.5,"77","CLN",NA,"30","50",NA,"1","90",NA,0,34,29,19,21.5,7.74,"450 uS","360","0.23 ppt","6/2/23, 7:00 PM",0
"GDPND006_20230602","GDPND006","Garin/Dry Creek Regional Park",2023-06-02,0,0,2,0,0,0,0,1,47,3,"0","garter snake, tads, 4 big plops during peri, PSRE tads, TASP larvae (TATO), unidentified big frog (2), RADR meta; WATER QUAL NOTES: Oakton: temp: 23.9, pH: 7.46, cond: 427 uS/cm, tds: 301 ppm, sal: 0.20 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","11:20","11:50",30,90,0.3,"140","SLY","665.88","0","99",NA,"1","2",NA,0,34.6,19.2,30.6,24.1,7.51,"26.5","190 ppm","0.11 ppt","6/2/23",0
"GDPND008_20230603","GDPND008","Garin/Dry Creek Regional Park",2023-06-03,0,0,0,0,0,0,0,0,54,2,"0","crazy pot holes all around pond, mud VERY sinky around edges, ""It's mostly holes and then sink""; WATER QUAL NOTES: sal was double-checked",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","19:00","19:30",30,90,0.3,"155","SLY","495.03","0","70",NA,NA,"100",NA,0,11.4,13.4,NA,24.9,6.38,"441 uS","315 ppm","0.22 ppt","6/3/23, 7:01 PM",0
"PRPND003_20230604","PRPND003","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,1,23,1,0,0,"0","BUBO metas",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","14:00","14:30",30,90,2.5,"230","TSK","1311","0","100",NA,"0","0",NA,NA,6.8,6.2,6.6,30,8.12,"54.4 uS","38.5 ppm","0.03 ppt","6/4/23, 2:00 PM",0
"PRPND004_20230604","PRPND004","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,4,0,0,0,0,"0","2 dead BUBO adults, 2 amplexing BUBO, saw 1 potential plumbus RASP. POND PERI NOT SAFE",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","11:27","11:57",30,90,1,NA,NA,"668.72","10","100",NA,NA,"0",NA,0,17,23.2,23.2,22.4,6.8,"99.6 uS","69.5 ppm","0.05 ppt","6/4/23",0
"PRPND010_20230603","PRPND010","Pleasanton Ridge Regional Park",2023-06-03,0,0,0,0,0,1,0,1,268,0,"0","overall estimate of psre metas ~400-500",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","12:18","12:48",30,90,0.5,"196","SLY","810.12","0","85",NA,"1","100",NA,0,74,104,114,29.7,6.19,"82.5 uS","54.3 ppm","0.04 ppt","6/3/23, 12:18 PM",0
"PRPND009_20230603","PRPND009","Pleasanton Ridge Regional Park",2023-06-03,0,0,0,0,0,0,3000,0,1500,0,"0","THOUSANDS of BUBO + PSRE babies; SO. MUCH. GRASS, all bubos caught in 4 mins, all psres caught in 15 mins, hard to walk without stepping on thousands of frogs",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","","",30,90,0,"197",NA,"1109.5","0","60",NA,"1","100",NA,NA,28.2,20.2,23.6,31.2,6.96,"85 uS","61.7 ppm","0.04 ppt","6/3/23, 3:17 PM",0
"PRPND002_20230604","PRPND002","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,0,95,0,32,0,"0","BUBO metas, TASP larvae, no invert survey, dangerous, ""slug pond"" not because there were slugs but because Caitlin was a slug",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"1.5","16:30","17:00",30,45,4,NA,NA,"89.175","0","100",NA,"0","0",NA,0,6,6.2,5.4,33.1,7.221,"1275 uS","906 ppm","0.64 ppt","6/4/23, 4:31 PM",0
"GRAMPS_20230703","GRAMPS","Blue Oak Ranch Reserve",2023-07-03,0,0,0,0,0,0,0,0,221,0,"0","PSRE meta, TATO larvae, PSRE tads; WATER QUAL NOTES: also taken at 12:32 PM, 7/3/23 (temp: 32.1, pH: 8.42, cond: 142.3 uS, tds: 98.6 ppm, sal: 0.07 ppt)",NA,"CN, JE, OS, SY, KK, HH",6,"4","23:00","23:30",30,120,0.5,"79","CLN","328.29","0","0.5",NA,"1","100",NA,0,42,35.2,NA,22.2,8.18,"136 uS","95.5 ppm","0.07 ppt","7/3/23, 11:00 PM",0
"WEST_20230704","WEST","Blue Oak Ranch Reserve",2023-07-04,1,9,0,0,0,0,580,0,61,0,"0","Day: BUBO metas ""carpet"", pond peri we think it is SY, but not 100%
Night: area likely underestimated, fireworks",NA,"CN, JE, OS, SY, KK, HH",6,"4","22:00","22:30",30,120,1,"256","SLY","1209.4","1","90",NA,"1","85",NA,0,34,NA,NA,26.8,9.15,"27.8 uS","200 ppm","0.14 ppt","7/4/23",0
